#{"t_start": 1789588070.8804383, "env_id": "None"}
r,l,t
159.229378,36,4513.687083
194.93818,59,4517.932366
220.684036,75,4521.985013
204.130566,68,4526.042761
221.953299,85,4530.815893
206.163524,74,4535.022769
225.644266,87,4539.88132
171.535085,52,4542.906915
226.425146,78,4547.461491
176.328116,49,4550.345739
215.650261,71,4555.275282
201.849405,78,4559.913975
202.057587,66,4563.525334
157.94316,37,4565.638005
173.885682,47,4569.858862
118.577504,12,4571.098096
234.774724,85,4575.986557
166.349623,45,4579.251322
200.662761,63,4583.647899
174.884785,47,4586.500819
106.570301,9,4587.064377
136.216338,27,4588.637085
127.122797,17,4589.989495
131.269483,20,4591.445055
248.230953,67,4596.204008
147.204586,39,4598.445704
138.601087,25,4600.486091
175.571106,51,4603.57057
139.021373,25,4605.018361
246.276586,96,4610.611723
170.88644,46,4613.318598
216.467088,77,4617.783208
192.895319,64,4622.108787
156.27332,37,4625.580918
225.077726,79,4630.004979
254.997338,94,4635.394738
222.547068,76,4639.632829
150.056952,32,4641.438743
179.76419,49,4644.906007
170.327163,48,4647.883559
166.497634,41,4650.211892
150.335654,34,4652.477743
183.604007,52,4655.646567
140.401903,28,4658.824736
181.265795,54,4662.8908
203.161368,67,4667.052003
218.53611,21,4668.869868
240.558445,90,4673.816703
184.186483,51,4676.670216
121.014958,17,4677.812553
152.781446,39,4680.133353
190.837642,75,4684.660278
142.741549,30,4687.054734
137.377888,43,4690.428702
254.700335,99,4696.335071
244.708651,88,4703.042704
249.36985,100,4708.792358
129.898821,21,4710.359528
148.167892,30,4712.138669
222.454018,77,4716.701449
239.738943,90,4723.021724
133.260521,23,4724.59123
250.644032,18,4725.933774
161.003409,39,4728.463266
134.000158,21,4730.017963
227.621876,29,4731.984002
153.149491,35,4734.078483
97.624527,46,4736.842704
179.171639,51,4739.7895
141.923338,52,4743.238528
136.656852,27,4745.629672
224.78508,81,4750.300965
180.012004,53,4753.329747
131.413634,21,4755.733396
196.192233,61,4759.531162
212.750208,71,4763.576966
163.218576,43,4766.835346
175.462089,47,4770.303766
221.314254,75,4774.57114
165.121616,42,4778.547865
222.121364,33,4782.324165
146.532469,29,4784.092604
274.145583,108,4790.667549
158.0158,38,4792.927366
185.405838,77,4799.278633
236.748316,84,4803.993236
180.652082,56,4807.536924
139.928988,25,4809.143143
167.852083,52,4812.147109
153.208623,43,4815.362839
210.873349,69,4820.667053
178.350768,51,4825.019607
181.054698,68,4829.21889
265.191406,106,4835.693189
221.614355,78,4840.232544
239.863304,90,4845.277766
146.16153,34,4847.309343
158.439925,36,4849.349836
114.79641,12,4850.158696
175.54107,47,4852.899443
114.88887,13,4853.703177
236.655096,60,4858.085291
213.514094,84,4864.614279
166.299188,43,4868.04515
230.235736,79,4872.962299
113.55876,11,4873.723195
165.082304,43,4876.336615
141.513987,27,4877.91236
102.123574,6,4878.418683
178.687292,49,4881.276509
141.024952,28,4883.046966
148.896311,39,4885.732721
212.10902,68,4891.012389
197.089979,61,4894.665162
313.474892,118,4903.017742
178.832224,49,4906.339198
186.659808,53,4910.538355
182.097739,53,4913.495975
197.534601,63,4917.058949
127.01539,20,4918.565484
160.524603,43,4921.061621
108.248758,9,4922.292285
140.762235,25,4923.869587
209.744943,69,4927.75002
164.282019,46,4931.974916
99.927475,1,4932.215304
174.303326,48,4935.078988
189.458926,55,4938.128742
135.568319,22,4939.758553
139.560998,29,4942.674485
230.111605,88,4947.452159
197.308863,61,4950.764634
142.286736,26,4952.970061
207.003113,69,4957.109894
134.936505,23,4958.416291
164.232687,43,4960.999006
150.959685,33,4962.853203
215.54209,70,4966.725792
138.307839,26,4968.701672
145.50491,33,4971.37722
145.337013,33,4973.447934
168.498026,39,4976.234134
176.85503,47,4979.159981
134.161788,26,4982.600282
156.153738,52,4986.796696
197.330257,68,4990.650402
226.891453,57,4993.959919
198.222521,65,4998.191679
157.692848,38,5000.38329
164.044325,41,5003.160381
192.607799,59,5007.14533
154.015774,34,5009.255062
156.151962,35,5011.492816
250.834271,74,5015.598254
172.911096,48,5018.94053
159.18791,39,5022.183004
235.040947,82,5026.803131
226.317253,81,5032.63575
215.207389,73,5037.064896
167.399086,41,5040.399721
146.327518,37,5042.776584
156.261897,35,5045.304592
111.751118,11,5046.659101
167.830145,45,5049.29421
238.788221,88,5054.059494
121.749984,17,5056.635464
232.341848,76,5060.978829
215.686165,74,5065.225461
117.504936,12,5066.287529
212.604311,69,5070.202245
127.333842,67,5075.834433
221.602138,75,5080.006801
185.698567,53,5083.007619
235.08697,86,5088.366637
205.301638,65,5092.192696
231.939954,88,5097.562487
208.440762,50,5100.604808
180.695461,50,5103.377915
162.205969,42,5105.73896
166.777869,43,5108.374296
192.138526,59,5112.081098
163.978815,39,5114.316808
201.311756,4,5114.756712
148.33408,30,5116.662202
200.468803,63,5120.897789
139.96505,70,5126.69138
125.802639,18,5129.717148
225.778478,78,5135.411408
255.336338,100,5141.568572
164.388655,43,5145.10149
167.794414,46,5147.769316
117.441521,13,5148.611886
167.713416,45,5151.238976
173.939934,49,5154.058948
190.36287,56,5157.94057
270.207113,81,5164.362721
136.73164,31,5166.312825
116.267073,12,5167.498424
209.356646,69,5171.2312
166.089987,45,5173.733308
209.836216,52,5178.546035
146.987669,32,5180.418127
139.409526,34,5182.883565
264.562813,97,5190.285743
158.985713,37,5192.583098
196.197939,93,5198.318134
157.080597,39,5201.145435
172.371411,49,5203.93626
112.087824,8,5204.492085
189.771656,58,5207.883624
182.297387,51,5211.093701
204.113819,63,5215.863422
133.941633,22,5217.386623
191.772345,58,5222.339095
204.432353,65,5225.925605
167.680077,45,5228.725833
204.716928,82,5233.679197
150.130646,32,5235.766906
189.418546,60,5239.242325
201.219121,66,5243.022492
259.62382,100,5248.422658
148.626386,34,5250.47157
197.642866,34,5253.235048
265.048972,85,5259.857822
114.424051,12,5261.157101
237.573771,86,5265.914557
201.260554,63,5269.606172
135.337129,23,5272.405856
194.649472,65,5276.047533
163.616856,42,5279.104398
162.557054,49,5282.053938
178.367549,53,5285.754772
164.269576,39,5288.168623
202.173761,63,5292.450861
197.083851,33,5294.944336
159.466525,37,5298.320593
220.305019,95,5305.507225
129.660479,19,5306.751821
204.920528,69,5310.548633
191.301999,56,5313.62503
252.141097,85,5319.128939
233.903047,82,5324.826176
178.272218,48,5327.828935
168.953626,43,5331.177458
215.412263,74,5335.231424
183.857482,55,5338.62603
249.856972,91,5343.608621
199.956017,67,5347.373861
190.982274,57,5351.255631
226.119906,76,5355.481113
158.086272,37,5358.904106
167.934422,43,5361.265531
226.487523,78,5365.791213
168.200025,45,5368.86318
196.604898,62,5372.551279
185.939992,55,5375.807012
164.556497,41,5378.281068
254.822768,96,5384.354295
147.354139,30,5386.293341
157.095725,35,5388.59358
170.984788,48,5391.554432
190.665287,47,5394.375654
238.928288,89,5399.479517
116.202451,43,5402.231823
176.42297,51,5405.082407
191.703368,58,5408.357395
139.280544,27,5410.40127
120.564948,13,5411.330583
195.904077,63,5415.540571
228.303427,57,5419.265737
193.087104,66,5422.922159
136.651043,24,5424.675016
167.00927,43,5427.315488
177.839354,50,5430.940683
222.927839,76,5436.071911
267.937716,103,5443.050233
108.35388,10,5443.828306
146.354176,31,5445.607023
99.548986,1,5446.66997
261.642982,101,5452.319408
146.219002,30,5454.132582
164.130087,41,5456.674033
224.691473,78,5462.849627
153.901838,33,5465.658437
123.494243,20,5467.044754
221.012841,79,5471.803578
132.061929,21,5473.076264
106.079744,37,5475.375931
154.866731,39,5477.737453
117.079311,54,5481.00799
257.371233,95,5486.666049
145.442877,34,5489.457418
172.881503,46,5492.362906
138.834706,27,5494.602149
126.85416,17,5495.753828
190.298641,52,5500.645553
233.754334,90,5505.606279
204.628703,68,5510.837302
209.127777,70,5515.300855
184.14876,56,5518.770982
208.747308,75,5524.260901
146.482992,29,5526.537491
240.050759,70,5532.466683
273.827121,112,5538.629355
213.565138,70,5543.36101
214.521758,79,5549.556056
188.512602,54,5554.494128
152.606645,33,5557.353794
225.737249,77,5561.514491
211.276503,71,5566.152306
219.256469,75,5571.626101
202.341784,64,5575.122141
195.092953,60,5578.498632
171.293134,46,5582.405309
119.797805,15,5584.554671
190.057451,55,5588.147752
215.988324,72,5593.883063
170.719341,44,5596.285346
184.181761,53,5600.4026
142.503111,27,5603.918183
138.407518,55,5608.905313
232.179695,85,5613.820029
168.412152,45,5617.346966
194.833339,60,5620.979188
162.602675,44,5624.210397
214.958304,74,5628.794862
178.268768,49,5632.416139
183.182463,54,5635.986376
179.572107,74,5641.848633
196.088867,58,5645.264459
304.657584,93,5650.668877
168.377851,42,5653.036497
128.76587,18,5654.596083
176.496437,29,5656.336683
168.356694,44,5659.009501
167.947818,45,5661.972194
210.30823,72,5666.164916
163.710794,42,5668.706844
174.696693,46,5671.474463
219.607366,72,5677.270009
182.795243,54,5681.451751
169.966719,19,5683.064313
152.974932,35,5685.149122
119.909123,16,5687.353306
149.768866,31,5689.926116
159.850183,36,5692.054665
249.865947,91,5697.298201
177.550063,49,5700.748437
209.318447,69,5704.647071
168.90988,42,5707.623809
184.683791,52,5711.038748
198.411603,61,5714.494805
181.771843,52,5717.547682
162.639974,41,5719.952556
164.868326,42,5722.260312
148.332226,33,5724.727673
153.177231,115,5733.246423
244.4937,88,5738.127425
123.67116,24,5741.490124
151.474556,36,5744.976873
133.782609,21,5746.911912
176.903011,51,5750.050952
240.452749,86,5755.274897
234.44552,81,5759.763557
202.394233,64,5764.229877
135.739999,22,5765.655815
194.574429,59,5769.264854
181.871189,54,5772.381018
184.746156,68,5776.438917
136.064303,37,5780.476912
203.003446,67,5786.150782
197.902756,82,5792.919777
157.459829,39,5797.095481
171.115382,50,5801.838888
165.438368,129,5810.831897
192.059081,57,5815.233578
226.152222,34,5819.104685
240.474324,87,5824.243021
184.572768,51,5827.14043
140.628872,25,5828.643636
199.635212,79,5834.921291
129.289651,20,5836.649827
112.818045,11,5837.51412
231.466083,85,5842.256481
242.926709,91,5848.129307
166.065417,44,5850.80422
221.0331,73,5855.124086
125.691922,65,5858.77297
161.56511,41,5861.134463
234.846759,83,5865.895251
149.870576,32,5868.519456
177.475748,48,5871.180568
205.048673,66,5875.696357
169.989567,45,5878.657907
217.138166,73,5882.852385
263.641596,104,5889.763786
273.927264,46,5894.359317
219.510693,78,5900.599849
167.161531,46,5903.247124
148.549,75,5909.336389
247.224306,46,5913.858654
116.724474,14,5915.165883
119.652452,19,5916.441391
167.274606,47,5919.482275
168.224777,54,5923.183052
215.050148,72,5927.186683
224.57253,78,5932.238766
204.954718,64,5936.880639
233.674877,81,5942.148779
303.647455,82,5948.585603
131.85746,23,5950.682181
177.61016,53,5953.673605
136.64974,61,5959.016898
279.734729,50,5963.749145
191.480468,56,5966.975982
141.251058,27,5968.662704
119.21464,14,5969.995186
217.214012,73,5974.217906
182.35609,53,5977.434596
154.078466,38,5981.181212
168.277389,44,5983.734328
150.014088,36,5985.796468
253.057314,97,5992.277907
174.206344,45,5995.039199
144.468929,26,5996.739509
209.707768,67,6000.638308
215.548589,74,6004.828997
177.329585,47,6007.702378
157.381526,39,6009.955141
181.985089,56,6013.412898
118.511974,14,6016.013412
198.852853,62,6019.634192
168.902424,45,6022.897906
165.557756,40,6025.589095
176.048209,53,6028.971913
130.696866,24,6031.0931
195.347597,40,6033.623661
109.260326,16,6035.083711
177.512392,47,6038.245445
176.370686,49,6041.882512
179.745707,51,6045.241746
251.317132,96,6050.782069
194.704003,58,6054.686018
145.244703,29,6056.760453
110.937675,10,6057.580884
151.188425,54,6061.498948
201.985758,64,6065.786788
124.812148,19,6067.168687
154.122605,19,6069.064322
206.674394,70,6073.148305
217.908593,71,6077.26202
207.231734,71,6081.292501
188.303022,56,6084.746105
197.300838,63,6088.511366
175.630109,48,6091.38142
183.588183,51,6094.30588
243.993842,87,6099.544699
162.205541,41,6101.886976
134.534554,24,6105.213172
147.831877,36,6107.972155
209.599947,67,6112.271152
220.695011,79,6117.599746
222.451058,80,6121.982509
178.455003,49,6126.049097
203.478273,69,6130.283324
272.713659,112,6136.916774
161.20738,41,6139.267304
231.166942,80,6144.131003
201.424522,16,6145.171844
185.181148,55,6148.831353
236.153409,82,6153.376184
200.284725,68,6157.435921
216.012414,74,6163.00984
133.323519,30,6164.769634
182.028229,50,6167.6821
187.371668,54,6170.879619
182.411557,51,6174.020736
144.849747,30,6175.723007
179.079881,53,6179.351506
148.05277,30,6181.164243
150.263045,36,6183.6281
132.930618,23,6184.995415
202.33481,64,6189.258376
183.046877,49,6192.384922
228.494131,80,6196.881452
183.669927,58,6200.214938
162.204523,38,6202.392099
173.165243,50,6205.452691
281.768376,45,6208.788833
208.798667,66,6212.569131
193.896502,59,6215.938775
179.515953,51,6219.031314
214.509799,71,6223.451572
107.874584,6,6223.899287
150.643705,32,6227.026801
119.580116,17,6228.029925
212.259108,69,6232.132166
198.729261,60,6235.528706
125.610071,16,6237.148792
187.700699,57,6240.580171
190.627273,58,6244.032565
176.391498,47,6247.873283
157.104526,37,6251.15761
211.57162,73,6255.323707
212.666184,71,6259.280209
219.387511,76,6263.707142
190.925001,62,6268.057317
129.651222,25,6269.58329
189.765153,44,6272.437724
172.384545,45,6275.156183
131.078663,22,6276.580381
181.976754,50,6279.46278
106.843728,5,6280.341326
153.941787,34,6282.297179
174.848679,47,6285.42573
238.593407,84,6290.996905
256.842389,85,6297.573742
208.533198,67,6301.891329
172.867379,87,6308.624603
233.125239,52,6313.453809
208.638337,66,6317.254662
144.894324,31,6319.745083
253.449053,94,6325.099151
156.609607,35,6327.362329
195.945171,65,6330.907189
142.476585,27,6332.465429
163.314276,39,6334.713125
167.021768,34,6338.597735
238.58281,35,6340.695515
167.792257,47,6343.380372
199.389249,60,6347.671309
197.756075,28,6349.22894
169.689707,44,6352.345143
136.167808,69,6358.057846
211.232275,69,6361.902661
132.036674,21,6365.069
152.427677,33,6367.184654
138.10643,29,6368.862083
113.090826,9,6369.459172
164.022498,43,6371.882359
222.481354,74,6376.920118
229.583423,82,6381.832633
271.540418,49,6385.82891
222.70908,23,6389.083673
162.168224,39,6391.290618
247.731691,96,6397.480473
154.059275,37,6399.583037
234.329906,81,6405.536303
180.762098,51,6408.975243
208.155818,68,6412.798355
214.433954,70,6417.263442
128.655584,19,6418.512244
175.314495,49,6421.536408
193.19927,57,6424.938762
146.449629,33,6426.928702
135.996124,26,6428.511125
161.603779,38,6430.789759
225.862789,76,6435.283387
233.655443,85,6440.154669
99.748424,72,6444.375437
236.544001,84,6449.161131
169.892369,43,6451.675115
158.703957,36,6453.79918
204.836385,83,6458.647465
191.872163,56,6462.675876
202.095014,63,6466.161555
131.329049,23,6468.374639
169.65032,49,6471.485969
123.601651,19,6473.268749
169.574413,66,6479.034501
224.117969,81,6484.103728
116.99111,13,6484.981887
188.593585,55,6488.401566
119.942794,13,6489.224604
241.716096,87,6494.363802
136.560065,25,6495.923759
189.517621,58,6499.37943
136.844408,23,6500.788312
172.946171,45,6503.540325
150.882095,31,6505.411613
223.697209,74,6509.751276
175.485439,20,6512.846338
213.99299,70,6517.017015
115.421038,11,6517.912117
140.805697,27,6520.252819
169.813817,46,6522.854711
214.979454,75,6527.221189
192.587023,58,6531.096585
213.902137,69,6535.608578
194.588921,59,6539.493023
166.802322,49,6544.161874
127.915548,22,6545.505036
192.410527,56,6548.707968
242.707803,28,6550.382114
279.145899,82,6555.335908
140.898564,29,6557.063595
160.816046,38,6559.278968
177.431553,47,6562.381096
126.851394,92,6569.36285
108.032957,8,6571.488336
237.605027,86,6576.497597
124.306824,18,6578.235032
187.070401,56,6581.594941
195.612815,60,6586.040405
179.337626,50,6589.139539
171.743555,44,6591.701495
204.129952,88,6596.945044
137.983202,24,6598.400994
158.361644,37,6600.850176
241.995293,89,6606.058325
161.644097,39,6608.317387
205.742938,68,6612.62905
146.022516,30,6614.494214
208.872196,69,6618.437508
144.82381,29,6620.072671
188.791402,56,6623.64151
159.47851,40,6626.446357
204.123155,69,6630.402742
164.333798,39,6632.832506
229.12802,81,6637.996394
195.128787,35,6641.983484
182.826646,51,6644.913541
137.761451,24,6646.556108
208.237935,66,6650.34092
162.625589,41,6652.759312
209.152002,66,6656.527412
155.032915,35,6658.717613
228.818651,78,6663.905422
207.497782,65,6668.538532
154.399934,34,6671.301442
152.336452,35,6673.284592
130.940362,20,6675.332521
190.431381,61,6679.298483
224.252186,76,6683.709028
142.141527,29,6685.841918
192.305508,63,6690.133137
176.217615,45,6694.605171
209.348958,78,6699.304239
138.989406,24,6701.993013
121.617804,17,6703.031919
179.79177,55,6706.132957
203.891968,67,6709.896911
204.206612,67,6714.969543
198.92983,60,6719.288297
180.652241,50,6722.509825
168.34751,44,6725.358278
143.776442,36,6728.692028
168.429368,42,6732.82853
240.365993,94,6739.017157
187.978457,62,6742.911328
245.917721,91,6748.249074
243.963773,91,6753.343592
215.506643,73,6758.398874
251.628267,50,6761.691766
205.294275,64,6766.224074
140.641142,25,6767.907936
125.077571,17,6768.919815
221.427817,74,6773.173548
123.532793,17,6774.274451
235.187596,83,6779.087934
170.697007,44,6781.775878
133.81778,22,6783.147251
181.991557,50,6786.102351
182.55222,57,6789.278981
216.078181,70,6793.171121
143.230935,29,6794.914378
129.88977,24,6796.383482
158.274141,38,6799.159948
151.698772,32,6801.044864
201.968859,63,6804.704304
154.977274,37,6807.901777
214.38885,72,6812.030012
220.88061,75,6816.335791
109.139548,8,6816.838258
151.499432,37,6818.984981
199.966704,64,6822.998022
139.344479,29,6824.692036
147.709528,33,6827.831424
198.487451,63,6831.625006
195.308329,58,6835.164179
218.733945,73,6839.422262
176.148447,50,6842.2817
173.690148,48,6845.299582
223.750488,78,6849.82584
216.586297,74,6854.543828
172.103327,63,6859.219077
199.136696,64,6862.993156
175.036537,50,6866.065268
275.713277,108,6872.646657
210.287502,68,6876.53646
157.699999,40,6879.171149
217.741049,75,6883.843368
134.209172,26,6885.763187
145.689629,28,6888.097997
144.499147,28,6889.683865
202.982741,64,6893.511042
210.851073,69,6897.680837
263.617842,100,6903.283045
208.656615,67,6907.341017
227.798174,80,6912.286912
186.962693,57,6915.55569
263.180789,46,6920.101882
162.962649,42,6922.571245
166.946134,42,6925.469947
177.562902,52,6928.321831
193.738933,57,6931.785658
132.621062,24,6933.300847
181.694472,50,6936.891783
217.063808,75,6941.149066
208.309441,68,6945.074883
186.57442,57,6948.332882
199.635008,63,6952.249968
132.322556,22,6953.798489
148.270167,31,6955.718637
99.894281,1,6956.831131
111.498246,12,6957.558204
193.749471,62,6961.184705
129.861043,22,6964.252821
109.522431,19,6966.338441
142.998028,30,6968.118981
248.592601,91,6973.595868
125.453927,70,6978.024614
138.3908,26,6979.535276
154.990352,36,6981.665588
170.003365,44,6984.223283
126.915057,17,6985.259696
188.591269,64,6989.000172
114.18746,10,6990.09081
150.725472,39,6994.165049
147.824662,29,6995.812499
230.848535,82,7001.267667
176.23246,51,7004.205408
140.927614,29,7006.220474
153.748723,33,7008.954016
256.938302,95,7014.368407
138.612433,26,7016.284202
142.686731,28,7017.87174
129.29323,18,7018.936669
179.981543,51,7021.850769
208.346786,66,7025.638511
143.583971,34,7028.313909
217.451958,55,7033.331827
165.464995,52,7036.269868
136.069962,24,7037.72204
219.017475,73,7042.146342
223.592578,40,7045.544795
138.513105,24,7047.648352
139.291106,27,7049.584702
190.225793,58,7053.659664
161.801962,40,7056.144933
130.449934,62,7059.539696
168.857656,42,7062.348535
152.555206,32,7064.454569
194.403665,59,7068.130847
182.124967,28,7070.520396
191.756477,56,7074.185021
140.123792,26,7076.779938
185.465047,53,7079.791284
221.300348,74,7084.36887
203.550798,66,7088.257584
189.419722,59,7091.591307
174.060428,48,7094.298087
187.341274,53,7097.429858
147.50052,19,7098.606382
153.688698,33,7100.682244
149.07987,32,7103.161472
194.673271,60,7106.752269
210.066335,70,7110.800768
213.822389,71,7115.282902
201.523385,63,7119.731254
126.38033,17,7121.037302
147.942079,30,7123.080149
193.701063,57,7126.665399
280.117356,114,7132.920842
136.280135,77,7137.267511
186.742372,54,7140.319214
250.327677,93,7145.441195
214.807582,73,7150.189138
238.961643,86,7155.301547
189.19877,54,7158.647125
169.67772,47,7161.49631
179.11137,48,7164.434595
211.73732,70,7168.315346
141.799968,28,7169.988788
122.748178,25,7172.11404
239.561776,85,7176.783291
148.564775,30,7179.978029
120.298175,14,7180.82764
201.616027,63,7184.520408
170.442448,52,7187.651327
139.287808,28,7189.282101
153.032572,36,7191.96481
270.223658,105,7198.368978
128.384973,20,7200.315692
166.341062,43,7202.866437
189.258079,57,7206.016021
141.902482,26,7207.761344
200.666032,62,7211.605257
112.357199,11,7213.143496
206.190144,65,7217.137082
145.058436,29,7218.933823
165.145871,42,7221.491179
227.467439,77,7225.798883
192.432396,57,7229.122074
190.222247,63,7232.736889
188.779672,54,7236.027948
126.571442,20,7237.941491
151.086321,33,7239.963087
138.118438,26,7242.07842
217.01247,75,7246.287691
238.447666,88,7251.416926
185.265548,56,7254.816561
153.207292,35,7257.038011
163.957784,41,7259.840119
180.401895,51,7263.568536
132.086084,21,7265.742745
202.352914,62,7269.622077
136.436818,89,7276.444232
115.817304,19,7277.900912
228.064048,78,7282.65317
143.795698,32,7285.033443
123.34781,18,7286.824898
157.248281,36,7289.30713
176.898773,50,7292.361686
236.191321,30,7294.62219
111.326677,11,7296.444473
214.351811,72,7301.009683
108.461136,6,7301.393781
191.631191,56,7304.641219
176.314112,49,7307.741171
186.377736,40,7311.92606
250.789929,66,7317.702051
223.535695,76,7322.189595
245.72215,90,7327.133986
157.237268,42,7329.529669
204.329559,71,7333.553383
190.465927,55,7337.013518
214.865475,70,7341.307127
188.638712,58,7344.619924
145.768891,66,7350.262829
139.935014,25,7351.933752
152.778826,35,7354.010081
176.000086,57,7357.465219
151.35414,32,7359.358939
187.087774,56,7363.037315
161.862282,38,7365.214623
226.709749,79,7369.675371
146.370329,29,7371.715114
128.768582,50,7376.372815
148.643601,32,7378.544622
250.459582,27,7380.182168
128.429723,18,7381.343378
191.115145,60,7384.724487
257.000243,95,7390.833737
205.565529,64,7394.597372
237.87414,88,7401.188807
147.17024,29,7404.186093
198.648921,63,7408.644538
215.218324,73,7412.773052
185.146103,54,7415.899818
188.095978,54,7419.688975
208.50788,67,7423.43642
199.488985,61,7426.859982
235.509003,87,7432.084148
177.207096,47,7435.738357
146.384672,79,7441.991993
125.957234,16,7442.907793
193.039911,58,7446.140677
167.60933,41,7449.108929
200.978155,62,7452.674056
224.143367,78,7457.037712
161.63066,42,7460.077197
155.739392,35,7462.061198
149.876353,32,7463.933183
239.88709,89,7468.973721
267.687044,31,7471.056191
159.420078,62,7475.001987
261.908351,33,7477.296735
129.58213,23,7478.762294
144.113815,27,7480.382437
174.911847,50,7483.270481
218.189885,68,7487.820382
240.257545,87,7492.995018
200.518573,63,7496.625188
183.663039,52,7499.498678
126.586566,18,7500.613789
146.938347,31,7502.789841
131.051707,22,7504.041861
149.24101,35,7506.92035
227.545051,63,7512.379373
131.571742,20,7514.121353
206.450187,86,7519.185719
188.355133,54,7522.479698
194.836225,58,7525.906829
162.137875,38,7528.19251
122.589776,18,7529.746182
190.183942,16,7530.838992
212.981531,69,7536.199968
195.659628,59,7539.742073
144.127911,61,7545.0235
119.507081,49,7547.957958
212.383017,72,7553.442876
203.818867,63,7557.162224
231.107907,81,7561.708249
130.754502,24,7563.11259
169.415746,44,7565.786173
212.590834,70,7570.107197
157.67983,43,7572.535078
197.332826,63,7576.343222
231.401875,84,7581.39028
133.462962,23,7582.951197
206.306585,65,7586.652251
196.620558,60,7590.029234
202.007554,65,7594.6581
231.277998,107,7602.480553
133.338106,21,7605.022671
108.328174,8,7605.56249
191.335925,56,7608.679356
167.656846,42,7612.406882
169.815809,46,7615.897945
136.523495,26,7617.571548
154.329411,22,7620.410043
120.092256,13,7621.354927
237.53115,88,7626.359437
235.882524,87,7631.694684
194.892976,60,7635.10157
230.092141,61,7638.552188
229.152767,82,7643.15221
193.406644,59,7647.063337
124.980237,19,7648.505494
183.497847,69,7652.709745
225.199268,77,7657.070825
254.191301,95,7662.545016
232.803159,85,7668.465848
289.286741,75,7674.698339
144.758112,34,7676.880736
155.232971,36,7679.594804
140.419973,25,7681.274579
151.450687,31,7683.065927
153.865337,33,7684.940437
159.747336,25,7688.286411
163.484161,41,7692.457353
192.838719,60,7696.665568
203.655824,68,7700.765404
206.608022,68,7704.714208
117.876394,12,7705.90462
199.045751,60,7710.048912
222.790312,81,7715.49124
175.117723,49,7718.745199
138.06129,29,7721.387075
124.23619,19,7722.518834
138.485823,27,7724.886537
161.342052,60,7728.214032
216.23354,72,7732.792895
139.827292,28,7734.520966
160.030723,41,7737.372051
218.130327,75,7742.504601
203.519393,67,7746.443733
250.951864,92,7752.263662
170.120434,47,7755.000105
161.14046,41,7757.327632
175.982902,89,7762.550809
181.695836,54,7767.141061
165.355654,41,7769.984854
184.368481,56,7773.200875
144.042796,28,7775.184519
156.387547,54,7780.242039
232.080738,85,7785.6674
213.78204,65,7789.995317
225.6035,79,7794.326203
160.345168,40,7796.636554
206.253367,64,7801.15222
147.605391,39,7803.525385
250.099492,94,7809.312299
135.149498,25,7810.738414
135.735954,22,7813.219057
121.571389,21,7814.531615
244.763109,93,7820.524326
205.473394,65,7824.29355
150.794724,68,7830.10364
130.141573,19,7832.109483
190.615471,57,7836.313679
134.80703,26,7837.815093
137.917768,25,7839.827498
218.914803,77,7844.453338
219.448971,91,7849.94327
219.679505,75,7854.700733
192.201921,60,7858.067941
171.911193,47,7861.211411
223.702454,78,7865.926278
184.4211,54,7869.109969
208.439661,66,7873.182805
161.36857,38,7875.32209
208.163389,69,7880.548987
245.432413,89,7886.916895
172.348862,44,7890.938815
200.421348,62,7895.092278
145.851518,28,7896.739942
203.841661,65,7900.465552
229.91872,79,7905.118361
167.259865,17,7906.660321
243.567777,88,7911.65805
188.938187,55,7915.180884
203.056275,66,7919.067542
213.024276,89,7925.206258
229.276468,83,7929.937797
155.370726,22,7931.551216
148.888323,35,7934.209702
186.581785,54,7938.473498
119.016144,13,7940.104286
139.135463,29,7941.806867
184.497841,56,7945.245361
167.784368,45,7948.482635
196.472369,42,7950.835011
125.603655,16,7951.990466
170.107881,46,7954.622714
222.694691,75,7958.944191
205.27104,34,7962.819254
187.465531,53,7966.32404
209.820724,67,7970.308749
169.009637,46,7973.177363
256.526972,97,7978.850625
207.161546,65,7982.931397
116.44074,13,7984.140155
217.059819,74,7988.600159
221.143881,78,7993.203264
258.229265,95,7998.707627
211.538867,70,8003.540125
163.605182,39,8005.87273
167.446418,42,8008.702666
167.911808,42,8011.120271
189.190997,65,8014.664469
141.994382,26,8016.538794
232.068189,80,8021.445864
186.765155,56,8024.624312
241.867128,86,8029.514701
145.544232,28,8031.39569
196.512456,64,8036.359457
270.840664,35,8038.799845
147.940205,31,8041.592509
166.880059,42,8044.110307
232.219923,28,8047.699334
162.525593,41,8050.175334
173.146812,47,8054.54785
98.06569,51,8057.783718
195.903829,66,8061.908742
181.220262,50,8065.785541
228.948892,82,8070.730341
201.42353,64,8074.582499
235.832107,23,8077.898314
217.659793,72,8081.990104
192.07652,58,8085.622094
185.212677,53,8089.917605
113.632719,9,8090.668535
142.864893,87,8097.367033
138.950176,26,8099.732245
192.536341,56,8103.761796
213.885478,69,8107.793418
204.738357,65,8111.927243
209.991012,69,8116.056982
240.432944,46,8118.773158
196.967779,62,8122.293303
144.723115,29,8123.936346
235.271594,85,8128.697684
270.718156,104,8134.99706
356.308566,71,8139.801703
149.908772,31,8141.6006
113.161675,10,8143.063245
231.658463,25,8144.626207
128.347639,18,8146.162029
149.458808,32,8148.21895
216.47755,70,8152.13574
160.771949,37,8154.466312
114.293417,10,8156.452519
