#{"t_start": 1789588117.2260764, "env_id": "None"}
r,l,t
155.046301,48,27511.208033
247.115407,126,27518.653397
122.44994,108,27526.792758
173.581814,60,27531.822438
129.255603,148,27541.857805
235.818425,101,27548.570214
189.345297,110,27555.455502
-14.577909,300,27574.057617
166.931867,84,27579.307295
200.072833,75,27584.15896
170.412198,155,27593.643371
167.154151,56,27598.834363
211.11164,199,27612.005164
215.831709,80,27617.058921
161.905637,106,27624.320879
-50.854967,77,27628.967741
149.228828,44,27632.058522
162.685717,49,27635.232491
-102.540273,72,27639.372411
161.708176,44,27642.461449
130.887708,29,27645.425696
227.55095,79,27650.083433
147.770561,37,27652.827062
223.220935,79,27657.548824
223.377862,78,27662.226687
129.289716,32,27664.963261
-28.67426,86,27670.045846
168.05951,68,27674.213559
-100.053627,1,27674.740525
163.685689,48,27678.331124
178.459321,61,27682.628909
158.648976,48,27686.244952
-99.517214,1,27687.20999
-100.266527,3,27687.663198
138.066043,29,27691.375961
-96.053971,34,27696.008752
-100.426405,1,27696.357598
99.899396,1,27697.997971
180.392455,54,27701.219061
4.911624,1,27701.418216
132.475447,30,27703.612892
137.839418,35,27705.625063
143.092838,39,27708.845192
173.642508,74,27713.277543
-29.977123,1,27713.504178
134.493076,29,27715.632675
-100.153833,2,27716.280332
211.366544,77,27721.028193
165.631524,52,27724.378244
-99.695454,1,27724.50147
153.70467,41,27727.060959
181.614858,65,27731.02081
165.672919,83,27737.739794
168.607529,49,27742.696249
119.741067,18,27745.774466
184.034323,96,27753.213587
225.144481,93,27759.745262
-5.450489,151,27768.714815
201.950701,121,27775.933742
146.059861,68,27780.593537
-67.28793,70,27785.991184
140.504688,35,27789.232419
188.876875,58,27794.615861
-45.142772,97,27802.237633
-100.095096,1,27804.299596
-53.65233,47,27808.997325
186.06537,81,27815.288064
-99.417517,1,27815.801344
187.835505,76,27821.951449
-100.178552,1,27822.078464
237.425357,58,27825.880528
107.837074,14,27826.737608
180.145841,65,27831.067247
177.976164,77,27837.589847
134.807248,45,27840.33378
139.219898,36,27842.644675
-99.374441,1,27842.768296
231.205788,91,27848.086351
-99.418196,1,27848.768536
159.627449,66,27853.210579
226.636423,84,27858.065036
220.636816,118,27866.755903
164.459572,45,27869.460507
-6.129456,205,27883.954149
211.784016,74,27888.884751
-81.756729,129,27896.645265
-100.038551,1,27898.740968
-99.809402,1,27900.83151
141.458578,27,27904.403972
-100.065284,1,27905.147634
161.081879,96,27911.049327
143.377962,32,27913.11366
176.821739,56,27916.582713
221.245143,93,27922.404217
204.68741,82,27927.669398
191.600101,66,27931.631585
115.913947,14,27932.566818
174.296139,135,27940.958559
184.673225,60,27944.502104
175.274547,119,27953.362798
-47.736233,103,27959.194048
240.294733,115,27967.476831
-100.051466,1,27968.067844
221.624322,83,27972.83652
181.93544,53,27976.599089
-100.390862,1,27976.719513
243.270554,94,27983.08043
178.022531,59,27987.011664
166.314588,154,27996.738277
53.188504,300,28014.818644
155.25945,151,28023.783599
158.755791,54,28027.632918
-205.583738,1,28028.139601
187.479187,66,28032.073067
-100.078114,1,28032.267614
256.587007,128,28039.860234
232.483953,98,28045.577339
307.964373,84,28052.356877
190.907961,50,28057.227363
139.958052,33,28061.138668
163.667737,40,28064.230302
213.012133,82,28069.697574
132.143699,33,28071.729571
197.563199,65,28075.625593
194.723788,68,28080.462793
157.28548,10,28081.105182
-99.96564,1,28081.404333
150.847104,56,28084.708703
177.761771,68,28088.720805
113.660133,17,28089.885065
168.778927,45,28092.737294
-9.057603,86,28098.693178
159.302274,36,28101.169536
132.506473,43,28103.990643
155.312167,37,28106.923152
186.209071,64,28111.84992
199.562763,75,28116.208497
154.633005,40,28118.738145
168.684091,19,28121.873413
-10.122713,8,28124.378138
-100.105206,1,28126.44066
-99.857924,1,28126.612161
160.686314,65,28130.340697
162.127337,41,28132.865673
204.821577,75,28137.242114
-32.79243,92,28144.005068
150.892123,17,28146.800179
253.046335,75,28151.454365
193.054884,94,28157.562911
120.893037,17,28159.784273
157.735636,58,28164.883109
211.045935,230,28179.05151
-18.158122,13,28181.851689
116.017815,46,28186.483255
142.78182,35,28188.516318
-100.11097,1,28189.545398
130.195982,25,28192.952971
114.491512,13,28195.229293
-118.346472,16,28198.202914
-99.666194,1,28199.406323
151.248618,41,28202.122422
186.628242,71,28207.833709
186.50402,74,28212.173914
169.343775,95,28218.020807
181.429206,63,28222.207302
-98.768092,7,28222.711198
238.212688,95,28228.753479
160.068459,42,28232.508402
289.925124,47,28237.188958
211.416183,74,28242.574525
179.825443,57,28245.900216
195.780981,55,28251.043347
121.49332,36,28253.188207
103.779284,28,28255.840614
197.231091,93,28261.217585
176.438289,54,28264.917512
164.673718,70,28269.768721
123.480569,16,28271.012733
-32.909802,62,28276.035336
189.089749,69,28281.705212
172.682256,65,28286.027104
-45.218705,70,28290.30542
114.223466,13,28291.218852
101.24589,8,28291.856636
209.580048,71,28296.627292
255.743758,112,28303.200565
167.415809,45,28306.217986
-100.120949,1,28306.337162
198.860638,188,28317.17414
145.662569,32,28320.52337
195.28615,85,28325.87499
151.433356,56,28329.232481
173.89489,47,28331.94929
53.524594,300,28349.589308
156.855725,77,28355.70706
189.916791,64,28360.20184
186.152413,67,28364.403754
218.081248,101,28370.762831
164.858541,42,28373.425276
149.757111,37,28375.694633
146.304919,30,28377.448726
162.935866,45,28381.372724
-99.929577,1,28381.829343
213.049266,84,28388.111918
-100.051495,1,28388.406215
-100.26616,1,28388.524059
-99.86803,1,28389.160365
188.616496,75,28394.081829
157.686067,48,28396.874953
190.58244,47,28401.474702
130.266719,25,28403.526313
-120.8698,1,28403.814608
155.225553,40,28406.20148
-281.86126,5,28407.791961
218.415975,105,28414.637393
115.053721,14,28415.65898
203.356003,66,28420.530229
125.064041,24,28422.343331
176.74464,109,28430.162729
148.29549,58,28433.584474
126.640375,21,28436.804721
-100.059142,1,28438.904785
-100.104698,1,28440.994197
-171.166078,37,28445.113152
-102.009175,1,28447.175037
-99.907077,1,28449.236797
126.564561,22,28452.49632
-87.875095,7,28454.920462
-100.067305,1,28457.005726
-100.05564,1,28459.08707
-100.105255,1,28461.168682
-45.508917,18,28464.214943
-99.786048,1,28466.310546
205.219069,131,28475.774396
220.695563,157,28486.647535
207.46395,59,28491.990802
155.351727,96,28499.385936
151.142844,65,28503.162348
156.299109,53,28507.019882
59.631437,300,28525.749955
-102.711889,45,28530.321475
-100.11741,1,28532.408566
-138.68408,11,28535.065157
-64.924528,126,28543.269424
-100.076985,1,28545.356617
-100.109606,1,28547.443043
-99.364299,1,28549.529335
-100.108262,1,28551.616626
103.210786,25,28555.065208
149.488184,62,28560.606603
193.775615,68,28566.480363
-54.838646,20,28569.63858
132.810798,26,28571.648773
171.911005,56,28574.984377
183.125935,102,28582.716884
-90.280139,6,28585.078995
-100.064775,1,28587.18312
-100.178842,1,28589.26177
169.444217,89,28596.23661
111.843239,8,28597.522349
-45.578798,49,28601.042332
-100.086692,1,28603.128674
-93.740701,10,28605.72761
179.229173,74,28611.899326
-38.339017,69,28617.774322
-100.149563,2,28619.916606
171.926349,49,28623.940976
126.179048,46,28627.053348
35.819079,300,28644.334931
156.980468,49,28647.570257
131.317016,34,28651.266974
-220.4638,28,28654.865376
-92.867686,1,28656.155117
-106.514806,1,28658.231052
-29.746819,168,28669.673662
-100.067595,1,28671.759629
-99.745473,1,28673.848948
-88.79143,13,28676.616989
-99.430304,1,28676.864632
241.101628,101,28682.554404
133.239159,22,28685.407942
106.418489,122,28694.242251
159.653448,40,28698.436826
199.429614,73,28704.544476
10.134071,300,28721.328666
178.809654,73,28727.484351
3.041064,51,28732.39579
-99.884833,1,28734.488357
-99.618495,1,28736.57856
-51.616522,10,28739.180799
180.434305,57,28744.42272
124.318185,56,28748.112847
147.463366,38,28750.469599
-100.022935,1,28750.807256
-100.050899,1,28752.882176
147.78905,36,28756.952962
232.793759,92,28763.032347
175.845362,55,28767.785376
162.941284,47,28771.026478
197.424075,70,28776.893972
189.982935,101,28784.553282
-14.849831,18,28787.593347
-100.077061,1,28789.679449
152.984162,59,28795.597255
206.378244,76,28799.915199
128.793346,23,28801.480166
203.338574,103,28807.541818
151.942018,92,28814.748876
154.915888,89,28821.795279
154.097873,198,28834.161878
-99.377253,1,28834.332608
192.751045,61,28838.473772
-100.088,1,28838.926346
-100.071478,1,28841.014874
217.786229,81,28847.567938
-38.595461,121,28856.399993
-29.069916,145,28865.493699
-99.937998,1,28866.53372
-100.136069,1,28867.251074
195.096177,122,28875.506869
212.511237,98,28883.023885
143.632338,33,28885.880447
-99.685861,1,28886.392517
-100.081365,1,28888.48564
129.379408,24,28890.275763
175.354896,53,28895.279798
222.298869,117,28903.573026
147.454169,32,28905.858168
-117.662525,30,28909.585078
-60.094508,3,28910.637391
193.117296,79,28915.36655
-15.728504,300,28932.228314
-100.421026,1,28932.371543
171.396693,52,28935.377214
-100.063192,1,28935.742927
-5.96996,1,28935.879148
190.903551,69,28941.027304
218.014848,99,28947.437359
135.561697,27,28949.133547
137.497054,58,28953.261796
136.317234,28,28955.944637
20.502832,1,28956.740097
-8.394653,300,28974.688836
-100.199536,5,28977.001805
-89.149543,61,28982.479938
-99.943015,1,28984.569237
-99.611426,1,28986.660733
-100.075082,1,28988.748838
170.868318,50,28993.616883
208.638769,91,29000.787617
151.581785,42,29005.191815
-295.879976,49,29009.97133
-100.949163,1,29012.022313
183.427057,46,29016.643185
164.974253,65,29022.350497
226.151377,119,29031.113093
-100.02931,1,29033.210084
-40.36533,300,29051.935621
192.357392,72,29057.970244
133.170126,114,29064.69518
159.95555,53,29068.898654
200.687133,106,29076.902883
215.201825,89,29083.602283
227.939302,85,29090.373479
223.547404,106,29098.309277
229.146785,125,29107.06739
-100.377117,1,29107.426348
-100.080935,1,29108.374285
175.069828,54,29111.616532
206.432592,82,29117.983338
116.283314,23,29119.777682
210.841141,40,29124.052786
225.186389,82,29128.841019
172.650816,88,29135.782777
184.516504,57,29139.300679
179.864056,54,29144.007835
-99.993709,1,29144.287152
171.154468,48,29147.340224
-100.05776,1,29148.747871
154.006071,40,29152.616422
114.476054,14,29154.302056
-100.278912,1,29156.394538
-100.09196,1,29158.46591
219.482391,84,29164.209731
165.47741,44,29166.713378
202.680159,77,29171.405528
137.083945,27,29174.774475
-117.436966,30,29178.497069
194.78632,70,29183.343699
-96.381078,109,29189.642287
198.608222,64,29194.257781
205.272432,71,29198.36214
138.941596,25,29200.15771
165.72588,61,29204.403365
-100.669737,12,29207.114249
-99.509177,1,29209.210523
120.450076,17,29211.309316
245.51911,112,29217.725474
171.238708,45,29220.686613
126.486489,34,29222.812963
241.875968,98,29228.739076
205.207976,76,29233.276137
162.3663,45,29237.659985
-99.470002,1,29238.859681
-112.288265,1,29239.146911
136.193917,74,29243.678309
201.95588,149,29254.102835
155.724631,81,29260.103864
254.195883,90,29267.316982
189.337014,66,29271.161457
239.06741,60,29276.554981
210.630117,75,29280.848796
121.48817,32,29282.858844
206.321494,91,29288.332566
244.702785,151,29296.808897
-185.929915,65,29302.510795
234.808997,97,29309.943485
123.766656,61,29315.357545
187.546784,111,29322.447378
-99.208925,112,29330.262333
83.584229,300,29347.627907
-48.248082,54,29352.662275
174.262357,53,29355.788691
147.593769,33,29357.686503
180.548047,54,29361.712891
117.806337,300,29380.442203
-93.564406,34,29384.398213
-100.061672,1,29386.486948
-100.050671,1,29387.784691
-100.094824,1,29389.874131
127.36817,73,29395.979882
-156.004053,15,29398.848308
177.53807,71,29404.896712
-82.503809,113,29413.446505
181.898268,56,29416.864219
178.07019,54,29420.380623
-99.644712,1,29420.89519
271.489931,126,29428.310538
229.25874,123,29436.213702
158.472749,64,29441.870587
-100.024602,1,29442.322881
227.549652,99,29448.0647
166.45217,18,29449.537955
174.709022,108,29456.038963
153.906722,44,29458.645281
159.353419,57,29462.046769
146.319954,44,29464.65739
174.379993,58,29468.125518
247.758431,128,29475.832907
228.93596,53,29480.881668
190.748583,75,29487.155183
201.197206,80,29492.603171
144.003683,36,29494.793045
166.924927,43,29497.824609
109.258344,11,29498.845227
-100.059233,1,29498.959885
250.80073,94,29504.612557
328.16376,34,29508.552753
78.571555,300,29527.015718
-100.065376,1,29528.888342
234.572591,49,29532.596079
218.872812,93,29538.261194
148.81187,45,29540.948252
75.44319,300,29558.122399
169.894689,47,29561.42603
-100.199189,1,29561.824803
-100.04886,1,29563.894196
135.087515,82,29570.540211
231.933671,98,29578.045613
191.50383,65,29582.550922
237.334369,85,29589.308305
210.4811,107,29596.749102
123.183832,20,29598.116242
146.13678,26,29599.664597
226.707109,91,29605.655559
164.282931,47,29608.432615
150.093199,38,29611.620128
181.208671,64,29617.261412
117.280864,75,29622.738719
110.771815,20,29625.926297
207.218969,102,29631.96812
172.215769,58,29635.918296
183.93234,60,29639.477642
122.678655,40,29643.799447
152.292778,76,29648.485495
241.452086,112,29655.543426
-100.053078,1,29656.228301
157.886395,40,29658.772249
134.127929,31,29660.582948
216.341828,85,29665.891581
163.488704,38,29670.04838
217.169536,106,29677.958319
-100.080288,1,29678.583392
-85.082855,89,29683.951649
-84.187098,295,29701.758644
195.47755,75,29708.026118
184.786883,62,29711.977731
155.916201,36,29716.072749
-195.21977,43,29720.522286
-100.071056,1,29720.727211
180.050866,50,29724.203825
239.426826,103,29730.55164
211.408812,74,29735.850239
217.116216,151,29744.678134
-99.71979,1,29745.419948
220.817959,83,29750.25504
152.775553,52,29753.512979
215.891525,82,29758.403578
-99.901253,1,29759.220037
201.008081,74,29763.596318
185.730351,64,29767.662709
168.769761,49,29771.29057
218.357972,82,29776.048164
177.073202,54,29779.735565
-100.078043,1,29780.821274
-208.571348,1,29781.265409
-46.166241,80,29786.220774
165.6402,45,29789.991879
220.425116,114,29796.524822
144.233672,31,29798.571595
-99.426847,1,29798.746733
172.358883,66,29802.609852
151.515207,32,29804.530236
185.723511,71,29808.660434
214.955078,110,29815.177722
163.92936,72,29820.226869
201.265789,92,29827.493219
179.950951,55,29830.669346
199.179592,97,29836.671696
145.580858,44,29839.582514
172.54924,50,29843.755517
162.772951,104,29850.143392
-100.032116,1,29850.613957
-100.064681,1,29850.786728
201.314984,86,29855.74113
122.020686,71,29859.890751
-291.664009,2,29861.445502
186.904622,80,29866.399351
119.924408,21,29867.914327
152.256654,94,29875.089772
-100.099706,1,29876.738076
231.108773,124,29884.793307
161.590017,33,29886.891961
91.165638,300,29904.766658
-188.562628,13,29907.523557
-143.761125,1,29907.824351
161.504079,47,29911.42616
149.246457,36,29913.637573
47.457149,300,29930.894989
169.80105,57,29934.289545
232.864309,86,29939.26824
-100.074656,1,29939.572753
-100.276503,1,29939.7548
198.397203,70,29943.826609
121.366264,22,29945.361506
178.696532,50,29948.247815
230.344681,92,29953.512354
242.683536,98,29959.398671
-99.624824,1,29959.739646
-99.947655,1,29960.024484
208.315571,73,29964.616809
196.690388,76,29969.409221
129.442284,24,29971.003208
-78.999433,43,29973.520081
146.204437,87,29979.52029
108.139949,9,29980.08962
99.932935,1,29981.979151
-100.080599,1,29983.412143
122.422357,25,29986.092101
-100.057701,1,29986.89218
6.633782,300,30005.059393
-24.867336,300,30022.158101
138.848715,29,30023.978968
184.404427,60,30028.349539
207.464416,116,30035.154986
-94.703024,29,30037.200273
181.532431,54,30040.550723
212.190856,88,30045.71633
-86.859856,168,30055.467248
143.830542,44,30058.185878
145.820449,33,30060.169782
179.916211,58,30063.623466
198.95642,99,30070.087976
166.521954,70,30074.274329
182.422942,55,30078.079875
132.780179,33,30080.871271
150.103372,39,30083.713289
217.797329,81,30088.360089
-96.402807,15,30090.899707
115.476105,10,30091.63234
109.719839,12,30092.819238
120.488779,18,30095.020213
116.973817,23,30096.936996
116.082224,13,30098.120444
-54.151764,41,30101.012416
-29.143924,1,30101.471248
-63.570007,118,30108.297305
161.801307,54,30111.65464
212.862389,123,30118.804267
158.414414,56,30122.902043
222.908012,81,30128.006048
166.280789,67,30133.788614
191.359753,59,30137.189587
173.534996,47,30140.140467
184.601862,60,30143.831181
-202.149849,1,30144.378071
187.948773,58,30147.714391
190.644797,62,30151.570843
192.379246,80,30157.569681
241.179819,110,30163.8602
139.742206,35,30165.885438
-84.842042,24,30169.296789
111.72982,9,30170.089139
138.542868,27,30173.64363
167.087823,113,30182.075292
16.739923,300,30199.396352
161.727112,43,30202.479879
111.076049,27,30205.504444
167.06949,53,30208.571237
222.936662,86,30213.42582
184.566911,64,30217.5624
-111.308164,292,30235.633783
-100.160137,1,30237.701178
-100.228523,1,30239.795443
-40.597404,7,30242.21928
-100.086665,1,30244.296801
-87.537858,20,30247.478385
-99.981501,1,30249.571962
-73.058744,25,30253.02721
140.191333,32,30255.893698
104.256867,12,30256.732739
202.749396,65,30260.741891
206.976938,77,30265.594033
37.690298,300,30282.421799
225.050559,78,30288.814867
137.602928,38,30292.503201
65.837567,300,30309.625211
131.998902,30,30312.463943
184.83442,89,30319.475733
-100.092103,1,30320.72339
149.079816,32,30324.062137
-103.231276,8,30326.543063
191.10325,58,30331.463187
190.52559,29,30335.09166
195.968528,65,30339.443268
163.06119,45,30344.007089
162.51534,63,30348.649603
195.089688,69,30353.122871
110.307691,14,30354.184777
-55.925742,1,30354.748244
154.573657,36,30356.982715
-46.851468,99,30363.009059
164.209398,48,30367.434724
177.88947,51,30370.728963
264.597637,115,30379.178157
-212.138141,1,30380.564434
-105.700283,1,30382.636119
178.026229,53,30387.658799
177.79313,54,30390.781284
227.463482,104,30397.495117
-99.511556,1,30398.114441
177.108212,59,30403.610617
165.749414,60,30407.069291
178.33865,71,30413.04257
157.16441,41,30417.384871
161.171984,148,30427.729921
170.236364,49,30432.541546
261.982741,104,30439.996968
192.369951,70,30444.084604
-101.962963,36,30446.306382
-100.050916,1,30448.390114
-100.063172,1,30450.47656
152.202403,38,30454.667492
113.930437,82,30460.650201
174.539616,22,30463.891886
-100.055064,1,30464.625465
151.19021,36,30467.022953
143.122513,68,30472.880801
182.710735,56,30477.794558
190.013587,57,30481.011373
180.383031,92,30488.193795
156.610565,24,30491.572274
207.960991,82,30496.451611
22.610255,98,30503.954918
210.562268,63,30508.812944
-84.469828,30,30510.764698
-99.386652,1,30512.860147
-100.071977,1,30514.945178
133.77237,25,30518.394968
252.097124,93,30525.648104
26.893474,145,30535.673195
179.898479,59,30540.255256
227.843631,138,30549.996633
173.185346,114,30558.387795
239.314142,89,30563.621061
-77.931506,18,30566.018138
125.333543,73,30570.266373
136.72312,28,30571.938655
-222.015574,1,30572.256704
146.052253,35,30574.334841
161.504141,47,30578.676532
138.803604,29,30580.521562
229.590812,83,30586.003483
217.252457,120,30593.912821
201.56392,124,30602.902191
-8.777167,300,30621.365091
256.835323,107,30627.711408
166.178151,50,30632.509944
181.944806,106,30640.466262
126.709613,22,30643.213889
197.195457,72,30647.408605
276.177966,78,30653.800119
234.932,108,30661.849844
153.623086,38,30665.828797
93.934228,300,30684.555908
267.751249,111,30692.819582
-84.680924,20,30696.010324
147.523275,38,30698.349222
-46.295293,93,30703.889446
135.875436,47,30706.730974
-62.176676,275,30723.256948
-100.10923,2,30725.401814
156.85767,57,30730.62338
221.740779,51,30735.521417
169.539895,63,30739.145907
108.63666,51,30744.031181
145.360447,52,30747.441473
124.441197,28,30749.33649
234.959192,87,30755.767477
-42.14102,90,30761.794503
-100.545779,14,30764.606432
-100.086372,1,30766.691875
-100.079127,1,30768.782407
235.418984,113,30777.174512
192.816007,58,30780.457264
-100.474581,1,30780.630857
-100.110589,1,30782.705062
142.142919,36,30785.49198
-90.864255,36,30787.718965
168.895372,53,30790.95472
245.66517,124,30799.95695
207.488511,74,30805.204609
251.704783,67,30811.003472
198.749563,63,30814.559319
122.031057,24,30816.068064
-123.437777,4,30818.322256
125.222921,29,30820.403692
205.802899,38,30824.557594
139.756851,27,30826.854755
-100.234306,1,30827.318796
214.576958,109,30833.520385
148.976412,47,30836.42048
161.419283,46,30839.045141
-252.74865,7,30841.446875
171.466874,67,30845.272437
181.644113,50,30848.39698
163.542564,51,30851.469138
213.209113,85,30857.040998
259.545563,70,30862.997064
-119.999419,44,30867.607666
133.318188,38,30871.258081
222.805321,105,30877.842439
224.787434,82,30883.444484
187.748258,14,30886.269197
147.392831,45,30889.464436
168.579899,100,30897.104189
155.088175,97,30904.551764
192.274547,106,30911.577209
-99.92202,2,30913.35445
212.019182,102,30919.142944
171.126053,62,30923.100448
176.413804,65,30928.126662
126.959545,18,30929.752225
158.231933,63,30933.710604
139.171028,53,30936.719954
174.837828,106,30944.666801
137.615989,102,30952.40171
210.932524,70,30957.709834
-56.843672,20,30960.854965
156.887708,41,30963.830681
231.161712,71,30969.852588
-39.386805,1,30970.470397
125.250348,37,30972.966656
213.791047,94,30978.310814
108.199179,39,30980.876637
183.367406,70,30986.837439
-100.140732,2,30987.004957
209.853089,86,30992.053703
187.126183,71,30996.31662
259.658664,72,31001.833359
-100.097005,1,31002.959054
-100.102921,1,31005.066078
-100.155291,1,31007.148533
-99.439916,1,31008.321825
-99.96726,1,31010.40641
125.67508,18,31012.780558
-214.467241,1,31013.320911
973.056644,29,31015.198576
106.420183,13,31017.503186
148.2808,60,31022.929449
232.117364,111,31031.341447
160.87629,55,31034.734132
171.781179,45,31037.576055
142.669479,37,31040.316382
144.666846,36,31042.555904
52.697685,300,31059.565388
214.948217,87,31066.499232
-44.008067,255,31082.821232
-104.045449,1,31084.155325
-103.025477,1,31086.233827
-106.87308,1,31088.314134
-102.373434,1,31090.399254
-93.664135,11,31093.010177
112.674165,15,31095.882753
-100.064478,1,31097.969918
150.077062,63,31103.538019
212.002316,78,31108.558067
-158.546299,40,31112.849865
208.65866,112,31121.138452
242.709269,92,31126.709689
248.53793,68,31132.571583
264.81132,130,31140.748532
-100.106219,1,31142.768772
198.100785,68,31147.740209
96.073365,300,31166.440957
164.531175,98,31173.52302
198.983449,133,31183.095367
87.743713,300,31199.945688
119.892589,20,31201.174648
190.669323,65,31204.853729
105.639579,6,31207.218913
226.481137,103,31215.062047
-120.360981,25,31218.499131
269.000924,43,31221.145496
145.585563,35,31223.540919
158.108126,39,31226.477226
122.57338,35,31229.490413
132.525312,57,31234.706935
-89.341263,46,31239.330872
172.704605,53,31243.617057
178.730964,25,31247.068389
140.49652,31,31249.097689
189.848866,66,31254.806342
-100.578702,1,31255.786175
-100.172071,1,31256.46636
163.527876,53,31260.55899
-100.035857,1,31261.199977
-100.202718,1,31263.34614
-98.673964,2,31264.950741
176.478262,57,31268.484421
228.748488,100,31274.869899
239.334634,89,31280.028794
233.040241,93,31286.770328
187.200441,59,31290.977604
175.302875,68,31295.524296
199.742698,80,31301.414488
-100.145396,1,31301.651718
-100.091909,1,31301.834575
-100.054666,1,31303.962507
212.816022,84,31309.497093
202.070589,87,31314.772442
167.079138,44,31318.197059
147.003765,40,31321.069055
-100.102882,1,31321.236693
189.725537,70,31325.318259
201.290187,25,31328.764473
-99.969723,1,31329.47033
191.594035,60,31333.279379
211.14551,84,31339.665878
-100.119521,1,31339.836963
-39.44445,74,31344.660808
123.72246,119,31351.549367
210.259941,79,31356.257648
166.578475,50,31361.104414
-170.265119,14,31363.936451
126.291675,19,31365.28489
143.177761,34,31368.66374
225.170267,99,31374.554556
214.5179,82,31380.905939
-93.756563,42,31383.600372
-100.113428,1,31383.996552
226.262315,99,31390.74145
-100.296711,1,31391.711478
242.117568,92,31397.366429
205.337577,76,31401.862177
253.904534,91,31408.317362
171.93826,53,31411.629975
-96.3967,5,31412.983042
163.608416,39,31415.56495
-100.071112,1,31415.959701
139.716824,36,31419.283255
219.094023,75,31423.536855
-99.715664,1,31423.785152
164.920016,50,31427.418386
147.102306,30,31431.165761
136.792552,40,31435.048526
181.83369,71,31440.49877
199.779792,66,31444.935488
207.595006,98,31451.328411
-99.240716,64,31455.658081
234.804435,84,31460.978572
116.647398,25,31463.565699
171.784766,53,31466.652147
-33.227665,100,31472.781631
-100.096734,1,31474.892524
-99.82568,1,31476.996774
-106.198103,1,31478.84835
130.291513,20,31480.824236
182.510237,98,31488.373
186.914465,75,31492.767916
129.3993,119,31499.704315
149.905174,88,31506.659123
-93.173147,16,31507.608732
-20.450757,300,31525.249604
-313.634471,2,31525.832803
1869.741808,115,31534.248061
169.683587,91,31541.382276
155.062698,44,31545.587604
-100.080913,1,31547.61511
221.382047,96,31553.806336
221.289252,85,31560.352843
-96.38736,38,31562.582728
181.255899,61,31566.109826
237.901787,88,31572.269096
31.550929,300,31590.781483
290.242854,144,31599.034406
218.294398,80,31603.566807
190.493504,61,31607.052495
118.115013,16,31608.987814
-41.962742,129,31618.106831
-100.073224,1,31618.347326
224.703586,78,31623.382205
-181.821515,6,31624.783765
153.462125,31,31628.163233
193.645417,67,31632.193245
132.128793,32,31634.14334
-38.15513,79,31638.906787
175.812853,35,31641.2691
-338.554371,2,31641.867589
244.960581,96,31647.421356
195.680377,89,31652.630771
267.183892,65,31656.601982
120.141425,24,31658.720176
197.699111,73,31663.031153
-100.169757,1,31663.147525
-39.074226,55,31667.684436
177.772853,58,31671.135307
197.389377,78,31676.168223
182.560009,75,31682.255961
-63.719697,1,31682.597002
162.264715,54,31685.955845
-100.059975,1,31686.237846
-99.993235,1,31686.362616
-99.980191,1,31687.266707
197.612739,81,31692.086444
-100.117914,1,31692.428813
247.539054,95,31698.320593
-99.973743,1,31699.690902
166.983218,126,31707.107486
-159.38204,1,31708.796509
193.831876,64,31712.474163
-98.363444,3,31712.814471
220.21797,78,31717.457642
237.424449,92,31724.095022
172.403765,54,31728.935306
118.86048,19,31732.021128
245.603062,94,31739.318998
229.964973,91,31746.288684
-100.034433,1,31746.421443
175.475058,75,31750.861602
122.099478,117,31757.720635
270.772784,116,31764.609867
166.662412,79,31769.43891
154.685046,44,31772.081698
165.079571,45,31774.694617
172.543763,102,31780.797768
255.993873,155,31791.583654
261.704975,109,31797.963257
113.820115,10,31798.931756
123.865989,22,31800.804588
-100.068805,1,31802.055627
-100.051351,1,31802.33698
126.101964,30,31804.637134
-99.391024,1,31805.147546
218.742194,92,31810.438721
192.948573,90,31817.113902
170.022495,45,31819.708601
116.265812,35,31821.738278
108.517583,51,31826.683252
211.078213,70,31830.853565
228.892673,85,31836.008359
234.937016,99,31841.939468
144.78393,31,31844.033395
-100.012186,1,31844.259309
206.976159,98,31850.260743
-99.395485,1,31850.374723
-100.065248,1,31851.860243
146.139738,21,31853.387924
189.740682,65,31857.623364
143.866299,28,31860.685355
160.207404,64,31865.296385
183.293652,60,31869.051708
-99.488981,1,31869.276162
176.206912,58,31872.709099
-100.156778,1,31873.459826
-86.572489,32,31875.321037
154.342652,45,31877.976959
199.962636,63,31881.993535
150.553293,32,31884.024036
197.818129,63,31887.641473
-32.883594,34,31891.628155
-100.08374,1,31892.361157
118.633924,17,31893.916562
-100.055275,1,31894.196988
157.572571,40,31896.792831
-100.178217,2,31897.187621
148.80888,34,31900.247281
210.131252,81,31904.869747
-100.220539,5,31905.377241
162.786838,96,31911.145108
-100.112315,1,31911.600063
159.970428,41,31914.49159
213.249475,75,31919.01467
246.329676,72,31923.477874
227.578086,106,31929.81626
262.720238,110,31936.260435
137.153033,47,31939.941496
128.701989,24,31941.36137
-100.072953,1,31942.880318
-99.95242,1,31944.965649
-99.733156,1,31945.194206
-100.050555,1,31947.279944
-93.265546,1,31948.582322
171.584961,182,31958.839674
174.36875,51,31962.159419
155.855029,45,31966.734349
128.75428,26,31968.536441
100.574492,1,31968.81945
161.403021,79,31973.427728
160.129008,45,31976.124956
-100.274949,3,31978.287116
187.983116,61,31982.186817
178.529226,55,31985.379368
151.376763,39,31987.6747
227.126712,88,31992.715137
-100.02712,1,31993.172926
128.626878,23,31994.990414
156.70211,37,31997.129045
194.74776,68,32001.051791
-62.618048,173,32011.230234
