#{"t_start": 1789588117.2260764, "env_id": "None"}
r,l,t
234.08439,91,8507.444047
184.457564,100,8515.119261
123.55747,31,8517.02599
205.938644,75,8521.863061
-221.198658,1,8522.572877
153.761736,55,8527.047345
-77.747158,2,8527.839651
150.321767,51,8531.187259
193.538091,99,8536.79947
-100.071763,1,8537.164756
221.70231,87,8542.358415
259.206307,113,8549.518431
-62.079779,67,8553.660539
217.955714,161,8563.07247
-4.796025,40,8566.318649
149.079966,62,8570.32648
187.762937,66,8574.897712
178.690268,71,8579.241573
136.141567,28,8581.309104
143.99056,47,8584.043909
-100.050917,1,8584.674154
196.247148,68,8588.829245
42.081832,124,8597.89569
164.775042,60,8601.910057
181.631723,71,8606.289467
262.983441,133,8614.75569
178.511791,52,8618.879689
123.562678,23,8620.70645
178.118465,57,8625.565017
221.719007,105,8631.923832
241.320151,107,8638.0088
-59.206084,34,8641.966897
29.11557,1,8642.950377
151.067322,41,8645.557973
140.686813,54,8648.782167
-23.028796,111,8656.661833
-88.62059,1,8657.066084
186.094138,63,8660.841841
202.301899,95,8666.563435
160.876727,47,8670.398665
182.590732,68,8675.039755
187.378489,64,8679.762548
249.279015,111,8687.388561
257.088049,56,8690.730193
-100.151095,1,8691.816493
220.37905,108,8698.476722
205.226998,126,8706.273236
221.706792,40,8708.71846
158.259047,46,8711.573252
202.158614,81,8716.830284
-162.509377,2,8717.033743
-100.071253,1,8717.141188
158.275126,54,8720.381042
212.895533,90,8726.922511
154.681108,57,8730.166514
-62.342575,95,8736.493273
230.825561,128,8744.309586
99.929447,1,8744.536183
153.873477,131,8752.590951
-99.867811,1,8752.892382
-41.907387,73,8757.414063
137.931171,43,8760.182992
139.796926,26,8761.765992
-99.920148,1,8761.95955
194.194685,69,8766.181651
259.626491,74,8770.699068
189.453828,73,8775.216339
218.22383,101,8781.207555
188.667157,73,8785.970346
-99.168461,1,8786.090325
-100.387057,1,8786.209061
130.812752,30,8788.08054
185.994045,81,8792.959584
-99.895598,1,8793.436201
-100.077225,1,8793.729814
163.917721,44,8796.319355
138.276393,37,8798.84448
205.463331,90,8805.218876
136.502006,38,8807.453717
165.596581,73,8812.211585
246.700195,46,8816.88826
218.375327,88,8822.143978
193.006959,74,8826.524808
227.380737,89,8831.812838
149.227488,55,8835.119267
145.105291,34,8837.18595
219.094834,177,8847.847019
213.913872,42,8851.264051
214.347121,140,8859.766665
202.462709,79,8864.704085
-100.06413,1,8864.939356
129.838393,31,8867.157043
174.005437,64,8870.840359
149.291188,32,8874.238496
-14.174089,110,8880.774957
-100.106592,2,8882.891579
-130.897764,39,8887.10739
201.779444,67,8891.352893
162.672355,42,8895.621621
183.320863,77,8900.1644
134.763534,26,8901.751055
119.767978,55,8905.317318
155.73032,48,8908.825178
240.499877,109,8915.2943
169.34507,46,8918.042506
198.227499,47,8922.771964
187.0731,143,8932.902261
252.76485,63,8938.526078
174.052908,76,8943.844734
-100.121273,1,8943.967817
-77.118699,40,8946.356392
200.046364,79,8951.46609
223.364394,122,8958.522955
172.759922,70,8962.729374
194.43972,107,8971.009554
224.508837,99,8976.958261
137.066208,41,8979.925096
151.667267,44,8982.70875
-44.866264,85,8988.032685
-99.947343,1,8990.136183
231.774507,84,8995.70647
209.967181,78,9002.234046
99.924546,1,9002.747524
208.697778,104,9010.645633
-100.07426,1,9011.104542
148.175849,36,9014.249669
181.476172,96,9021.298211
171.436329,78,9026.270219
-99.959877,1,9026.443667
108.771862,10,9027.301199
202.764998,65,9032.992868
211.530018,65,9038.221806
-99.99622,1,9038.974243
189.341936,98,9046.196795
227.615394,91,9051.564372
196.417337,78,9056.092643
-100.314686,4,9056.373522
-45.150439,89,9062.147384
211.97658,92,9069.040368
202.082471,82,9073.896754
186.059554,70,9078.17557
-99.681901,1,9078.646856
192.12046,77,9083.202256
118.356687,16,9085.699907
218.988006,121,9094.577302
155.597687,109,9102.805199
144.654972,48,9105.761144
164.624172,76,9111.443784
198.985451,73,9116.361434
168.392147,63,9120.546431
206.126904,88,9125.924232
222.942467,99,9132.80866
122.69034,34,9134.792635
-115.476446,3,9135.032841
199.651131,71,9139.539978
153.246774,55,9142.72329
184.894889,62,9147.006804
152.459221,76,9152.208616
-230.040188,1,9152.435281
-99.981474,1,9152.555039
187.084699,109,9159.145375
200.617528,78,9163.764582
-100.179812,1,9163.938935
155.568865,70,9168.52461
211.061806,93,9174.985838
-100.173303,1,9175.29334
140.237358,37,9177.676298
226.741435,125,9185.188466
199.334657,95,9191.984724
-104.688114,37,9196.133089
-100.037615,1,9198.214414
-6.632626,85,9203.865215
-100.062778,1,9205.968106
102.349671,7,9208.409808
-100.093672,1,9209.123836
168.154781,61,9213.653713
-100.397397,1,9213.963614
161.068835,49,9216.899288
172.229779,53,9220.475816
189.008661,119,9228.10045
154.373386,42,9230.89481
196.47362,67,9234.928978
-89.124398,31,9237.926149
-100.089753,1,9238.458521
164.124499,44,9241.150613
222.785713,111,9247.926761
185.086062,74,9252.378862
191.329829,63,9256.741379
-140.925707,1,9257.854387
161.186347,70,9263.720234
164.389535,115,9272.372916
130.73645,31,9274.591645
-99.843778,1,9274.763212
-88.553774,26,9277.138415
211.694035,108,9284.826241
204.867825,120,9293.629157
-99.820683,104,9301.323643
-99.668187,1,9301.674915
175.970669,65,9306.479167
244.409759,132,9315.94619
159.497383,44,9318.795887
196.42137,76,9324.366601
191.315936,89,9329.646318
134.08965,104,9337.659073
217.652682,84,9343.10802
222.412442,106,9349.130175
182.209935,84,9355.82146
167.203522,50,9358.994286
-100.114164,1,9359.187148
219.062663,101,9365.173126
-100.61815,2,9365.345463
182.425219,27,9367.597247
215.222605,96,9373.485546
149.500385,44,9376.530735
249.995574,159,9385.594792
251.636558,107,9393.74334
-83.572438,56,9397.466213
-99.994269,1,9397.864434
199.085633,105,9404.329767
252.531515,58,9409.687569
-99.670147,1,9409.801062
-100.090152,1,9410.085795
183.531875,75,9414.879961
-98.15965,3,9415.620755
-241.814976,2,9416.495642
169.666797,61,9420.278412
227.925272,93,9425.851948
-217.670172,1,9426.107972
-97.458716,3,9426.333311
-96.692964,6,9426.953233
148.178714,45,9430.329382
169.381014,53,9435.2152
167.048126,57,9438.701302
191.404607,216,9451.074454
111.806026,13,9452.13447
154.452214,57,9455.72071
139.055173,33,9457.793703
211.910019,118,9465.070289
147.298753,47,9468.046229
123.53878,51,9472.109314
105.278288,15,9473.185205
186.771765,67,9477.253575
150.660899,61,9481.649078
233.81527,97,9488.33484
114.204428,24,9489.826678
193.57293,65,9493.698588
-70.138683,47,9496.58036
-337.279442,2,9498.143871
274.952447,139,9507.101088
16.90605,207,9519.669715
228.505196,114,9526.249504
177.153214,91,9531.965335
103.995695,26,9533.709169
-10.8927,89,9540.807836
174.117239,94,9546.52696
205.774128,94,9553.54874
-99.42304,1,9553.792166
-100.081146,1,9554.360541
-113.435868,2,9555.362386
104.219676,5,9556.473813
117.052676,16,9558.110125
-100.08131,1,9558.711534
139.967865,38,9561.041362
225.305805,114,9567.804411
212.112541,127,9575.258552
168.713856,62,9579.650243
172.151059,58,9583.727053
-100.080276,1,9584.129391
-100.072252,1,9586.202304
-100.057028,1,9588.300344
-88.524161,14,9591.115485
-100.057584,1,9592.719641
-100.192677,2,9593.460226
160.976168,53,9598.042677
-100.250878,1,9599.05334
188.939542,75,9604.199732
146.653599,38,9607.90358
-17.263641,156,9617.226523
-29.605457,78,9621.952985
-99.835229,1,9623.101387
137.908734,47,9626.089259
-100.148852,1,9626.213217
202.409774,68,9630.56395
-99.751007,1,9630.687284
6.591095,115,9637.76266
-100.115541,1,9639.098763
218.916439,91,9645.772733
163.068843,48,9649.220903
147.833457,38,9651.984975
144.468189,36,9654.142412
188.085241,93,9659.668357
166.412792,45,9662.783807
141.795272,31,9666.271394
166.949805,69,9670.422161
186.788058,75,9675.239102
197.458063,220,9688.097429
144.60887,49,9691.017694
-128.910079,1,9691.988851
-100.102303,1,9692.103318
216.818402,93,9698.198609
173.396528,65,9702.215584
209.328269,140,9710.128397
-91.66453,29,9712.526956
198.689033,73,9717.72837
249.852116,119,9725.675831
161.163035,40,9728.311416
-100.009627,1,9728.900213
-100.128145,1,9729.031548
154.269591,49,9731.944422
182.760724,65,9736.34632
-166.132644,11,9739.042508
-99.304507,1,9739.157523
152.249782,70,9743.475055
180.728749,65,9747.219178
-99.932165,1,9747.611042
167.730762,53,9750.780079
184.201174,65,9755.589485
159.51045,45,9758.448191
200.0725,91,9764.392679
168.37323,68,9768.777823
216.990684,93,9774.347362
160.472109,49,9777.365101
216.332567,89,9782.495773
254.241017,125,9791.586533
161.651631,56,9794.890239
173.310531,63,9798.555521
152.076749,42,9802.974639
154.065836,59,9808.334569
249.904027,53,9813.452662
209.739496,84,9818.494556
179.624386,76,9823.541905
169.877488,74,9829.239498
181.807175,83,9834.4648
109.628533,9,9835.366288
-100.068281,1,9835.649687
-99.575764,1,9837.749985
-79.036685,40,9842.077593
-99.795204,1,9844.180652
118.657447,22,9847.463483
-109.956737,81,9854.17967
-100.050765,1,9856.2762
-100.06052,1,9858.364996
-100.058881,1,9860.45447
-100.055628,1,9862.550238
-255.594802,1,9864.650926
-105.653247,1,9866.723838
111.13931,11,9869.381566
102.047815,2,9871.547526
-217.79892,2,9872.886262
-100.593982,3,9873.103136
220.909216,107,9880.670441
-100.072457,1,9881.296115
182.21162,63,9885.796736
207.324103,124,9894.306897
-95.874539,24,9896.394783
212.497648,78,9901.377862
170.504675,49,9905.088462
137.226697,26,9908.355512
166.546588,96,9915.98538
138.035347,27,9918.01936
176.893314,51,9920.953355
-104.126323,1,9922.6913
-104.467166,1,9924.752387
178.653127,67,9929.516888
-100.055435,1,9929.866742
198.705037,78,9934.9288
162.99819,66,9938.797786
185.505041,80,9944.156965
132.002292,23,9945.848738
149.027785,38,9948.111281
155.236053,47,9951.249344
121.773789,23,9952.718282
244.26557,123,9959.831019
199.153457,77,9964.28997
-100.055913,1,9964.571708
-80.957198,37,9967.344606
-100.07598,1,9967.459788
206.297867,74,9971.739281
160.527327,129,9981.085143
190.946777,68,9986.986554
235.37029,97,9992.627067
149.704924,37,9996.087661
-100.217379,2,9997.195299
-31.496674,106,10004.039653
111.674956,13,10006.101872
-89.787125,32,10008.160811
132.819387,25,10009.693848
109.027815,9,10010.758693
212.776482,81,10015.78721
189.082508,72,10020.072695
162.24283,100,10026.485605
209.74165,83,10031.889225
172.845008,67,10036.13522
185.332094,77,10041.296118
-100.074344,1,10041.580639
216.881293,114,10048.903863
183.121749,84,10054.129511
-84.976117,58,10057.859607
166.929408,49,10062.418883
99.943863,1,10062.769851
-143.648651,51,10067.713187
103.400134,73,10072.89146
-209.144381,2,10073.725586
167.199642,56,10076.964852
132.914102,26,10079.375669
144.624358,40,10081.914466
167.142091,60,10085.370697
142.043994,121,10094.245285
-176.57715,1,10095.366457
205.554445,99,10101.089878
185.518646,66,10105.157693
230.46189,54,10108.387725
144.321181,40,10110.909663
198.475593,81,10116.329803
-69.950091,64,10120.465566
208.729993,94,10126.441586
-100.066998,1,10126.557077
157.056578,39,10130.386303
143.320352,38,10132.945376
150.786063,45,10135.847819
116.054103,81,10142.504364
111.17247,11,10143.312277
114.033741,28,10145.387778
125.511875,19,10147.863071
107.614261,71,10153.952739
-49.702324,47,10158.692866
212.222168,127,10165.951225
213.326969,88,10171.470345
189.325755,76,10177.113324
158.920474,96,10182.912435
-85.577508,17,10184.439758
-100.122102,1,10184.668298
-100.06198,1,10186.783716
139.012906,34,10189.940337
189.016678,80,10196.524127
120.290208,22,10199.009869
145.043895,132,10208.054181
-100.13765,2,10208.402609
209.767566,97,10214.590629
156.67602,52,10218.100284
174.460944,66,10222.969079
-78.597605,26,10224.731217
185.237682,86,10230.007361
-100.253317,1,10230.12527
217.726659,86,10235.062536
108.176889,8,10235.629719
175.551304,63,10239.868601
183.008189,64,10243.709832
203.256535,101,10250.414824
122.832728,104,10258.326362
188.970415,67,10262.621397
-72.287531,77,10269.013204
174.49137,79,10273.497459
187.661284,65,10278.389638
161.297059,75,10282.886401
-100.100388,1,10284.080079
145.818868,33,10287.021145
-34.981203,15,10289.913778
-100.07244,1,10292.022444
116.031982,13,10294.81864
106.872831,18,10297.898315
135.703728,34,10301.807646
-84.345641,32,10304.78606
-99.582203,1,10305.244019
-100.080429,1,10305.358126
103.172822,62,10309.173605
205.041463,97,10315.54791
-100.189215,3,10317.443063
-100.105065,1,10317.612884
-59.909077,72,10322.56242
-100.069491,1,10324.661284
-100.033395,1,10326.768633
-100.096032,1,10328.870964
-105.114088,76,10335.250363
-100.155817,1,10337.360249
-60.915041,128,10345.954311
173.118525,57,10349.562308
132.497163,27,10351.428166
-78.048493,32,10355.299842
213.751664,88,10361.092724
206.31749,110,10369.222197
124.636677,28,10370.971096
-99.89342,4,10371.569731
235.182419,97,10377.415695
253.42957,127,10386.419294
160.349761,66,10390.389887
193.73996,87,10395.517497
136.032905,25,10397.14427
222.557959,49,10400.546957
105.487191,15,10401.956178
-135.718614,2,10402.381178
108.567121,15,10404.036245
126.372344,19,10405.861712
222.978116,95,10412.331626
274.082885,67,10416.579562
141.220609,44,10420.848816
-87.609125,17,10423.845858
-100.073701,1,10425.956246
-100.055199,1,10428.06448
-37.909106,67,10433.485223
198.194021,72,10437.971538
144.033007,23,10441.295719
190.080965,77,10446.151471
123.640615,46,10450.817858
-94.321138,10,10451.799555
137.90449,74,10457.326916
-100.052695,1,10459.367656
-100.099997,1,10461.466256
143.60082,50,10465.498042
217.953479,91,10470.830423
-98.554505,18,10471.993141
157.528709,46,10474.73386
233.112436,52,10479.80548
134.347691,27,10481.551824
188.965072,113,10489.968689
-100.110759,1,10490.760152
-99.715076,1,10492.86209
-100.086222,1,10494.960585
197.180694,63,10500.598699
197.927688,71,10506.453971
264.415493,111,10513.129578
-100.057769,1,10513.529092
138.143742,28,10515.384338
-96.801136,30,10518.141744
-91.773851,18,10519.887376
132.954976,39,10523.886442
-69.087949,72,10529.527217
197.246127,89,10535.037856
253.405517,126,10544.193495
-100.05116,1,10545.104479
-90.145608,35,10547.766413
-100.051715,1,10549.866433
270.544479,141,10558.958234
213.372886,76,10563.32331
-100.099237,1,10564.794128
-99.960919,1,10566.155438
-100.065852,1,10567.44381
-100.058335,1,10569.553166
220.50622,92,10576.099211
-100.078586,1,10577.263586
162.708323,53,10582.283477
199.020238,68,10586.967192
129.042824,28,10589.625188
129.042697,23,10591.025827
122.452608,127,10598.780533
196.739718,167,10608.737271
111.43393,80,10615.264293
-99.43917,1,10616.90339
159.417642,48,10621.066776
175.778537,83,10626.617986
137.673153,24,10630.020677
220.512265,142,10640.118167
6.987034,34,10644.112215
-98.463989,5,10644.56265
218.262781,80,10650.413998
215.730325,78,10655.176686
256.581392,102,10662.936912
202.866525,84,10668.898795
-100.056522,1,10670.205572
222.696236,89,10676.122449
-51.342743,56,10681.365181
-100.078554,1,10683.427399
-99.95741,1,10685.148555
194.42627,129,10692.770349
121.800695,7,10693.924293
-93.550115,12,10695.202031
-100.059299,1,10697.271746
160.138561,66,10701.335882
129.610667,31,10703.183112
169.701322,76,10708.23352
178.43678,75,10712.968597
-75.566636,35,10715.467081
-99.406988,1,10717.580981
163.216816,43,10721.011287
167.094937,43,10723.571603
172.377594,88,10729.868215
146.367075,49,10734.612242
133.927596,48,10737.858768
238.236772,37,10741.391816
169.4435,97,10747.43128
218.399886,76,10751.809043
166.575622,56,10755.272531
175.775883,49,10760.078499
114.179209,14,10760.936279
-59.161477,142,10770.049779
-100.052359,1,10772.149428
-100.083075,1,10774.254104
215.479116,113,10782.72774
229.441523,103,10788.595848
209.157096,110,10796.822973
-95.446635,58,10801.140982
-100.056267,1,10803.246793
-27.678294,119,10810.413533
-100.062881,1,10812.520216
-100.096649,1,10814.629968
198.093704,121,10823.373849
139.102567,53,10827.452067
235.370698,86,10832.690903
163.761359,60,10837.302193
155.110871,88,10843.754859
-7.647268,143,10854.203426
184.910537,99,10860.005336
31.892538,117,10867.693931
186.761247,44,10870.255883
123.865694,15,10872.162423
-100.089359,1,10872.807955
125.374303,38,10875.075682
221.248849,90,10881.139854
232.93332,93,10886.716752
177.832566,71,10891.453612
-83.60253,31,10894.168537
212.783844,85,10899.987068
121.788849,36,10902.285029
-169.324572,7,10904.739999
115.56401,15,10905.908677
158.773646,47,10909.478991
-100.099865,1,10909.929309
167.983147,45,10913.554026
-99.333149,1,10913.6774
-99.532741,1,10913.94568
-100.214607,4,10914.25813
147.554744,39,10916.694496
-100.08964,1,10916.880712
152.527738,40,10919.241531
145.243405,47,10922.944563
241.40243,76,10929.259705
-70.442913,63,10934.889503
143.662278,78,10941.350246
-91.104587,1,10942.148286
-99.53917,1,10944.208973
-99.985005,1,10946.319555
116.032467,17,10949.339529
175.383489,60,10954.600921
165.010455,69,10958.673589
-100.080372,1,10959.073513
196.655854,43,10961.565544
99.935288,1,10963.105629
254.985629,129,10970.71923
194.040018,60,10974.705161
107.260829,7,10976.417733
199.40303,77,10981.032681
-100.053166,1,10982.064153
-100.087499,1,10984.144928
99.92282,1,10984.949596
-59.345932,74,10990.506837
156.82923,53,10994.021681
212.650745,81,10998.809702
175.517733,63,11003.161107
-9.926952,78,11008.188114
-99.952287,1,11008.494861
-100.066459,1,11010.568534
178.114583,72,11015.133239
162.350169,52,11018.940982
-99.37231,1,11019.288565
115.447367,15,11020.371297
183.815007,68,11024.4446
205.486952,86,11029.770886
235.080321,112,11037.205965
207.472029,84,11044.040845
114.94558,16,11045.077211
100.646904,18,11046.23887
206.287815,91,11051.478521
220.003938,54,11055.406213
208.406349,110,11061.759911
-36.72636,121,11070.718855
220.147984,93,11076.298893
167.64913,112,11084.761609
174.324958,63,11088.566963
-99.212456,9,11089.271997
144.958085,60,11093.044715
-46.324281,89,11098.659136
146.798971,33,11100.795421
-23.295282,84,11105.796202
-100.106358,1,11105.913018
-19.320879,77,11110.457544
-58.167951,51,11114.620067
192.027708,67,11119.118727
-220.926332,1,11119.66477
140.443777,32,11121.978454
266.794142,116,11129.466599
180.927521,79,11134.243151
-100.226693,3,11135.329055
-100.107401,1,11137.39938
162.56552,112,11145.801605
-82.583196,56,11149.733933
245.18922,106,11156.781338
135.409168,40,11160.906568
-99.745084,1,11161.377829
216.524342,69,11165.468569
-70.086262,114,11173.10732
242.03331,93,11178.653715
-91.451853,22,11181.946338
-49.545005,85,11186.769914
-334.40051,2,11187.816385
225.02561,90,11194.172073
207.101763,90,11199.542113
208.991217,86,11205.70037
193.896907,71,11210.09906
198.843982,74,11214.745583
216.39436,92,11220.741541
120.065628,25,11222.336935
176.191155,78,11227.16659
211.607602,81,11232.241653
100.390002,1,11232.61005
0.630984,109,11238.891762
-99.88751,1,11239.79921
-100.136896,1,11241.009264
158.506832,37,11244.232881
213.627513,109,11250.928688
-100.132516,1,11251.042409
-29.998907,73,11256.730398
-100.096099,1,11258.811386
-86.306161,26,11261.492481
-99.975231,1,11261.946712
242.659022,104,11268.292888
-100.129435,1,11268.412082
154.860331,39,11271.554335
-100.006419,1,11272.247017
185.259326,60,11276.122985
-100.100174,1,11276.476257
-100.061577,1,11276.594809
-99.824425,1,11276.961878
180.595808,68,11281.198951
202.808055,78,11285.805115
-83.32712,181,11297.694292
185.401446,65,11301.704428
141.380499,62,11305.542076
108.192982,30,11309.135613
108.062458,11,11310.096919
-100.080909,1,11310.962539
-100.315145,1,11311.099901
-100.34636,5,11311.468287
123.095348,18,11312.662762
252.641995,117,11319.969952
222.907967,95,11327.313269
209.684234,81,11332.380647
174.139559,52,11336.176532
134.822324,90,11341.53634
181.081682,60,11345.058043
-61.44372,50,11348.065732
-35.187419,138,11356.134971
149.573256,62,11359.853486
-99.915301,1,11360.006761
160.290769,60,11364.318835
186.418603,80,11369.286332
176.393119,58,11373.259706
203.230967,79,11378.215233
-39.367067,1,11378.333098
227.365003,98,11384.181309
202.14,91,11389.548619
-0.654207,13,11392.318222
156.539408,63,11396.036304
180.9942,83,11401.238193
182.145908,74,11406.438149
234.795747,123,11413.680614
203.944443,90,11419.104932
168.026155,56,11422.381192
-100.09831,1,11423.818517
220.423945,98,11429.596204
-100.058465,1,11430.231591
177.712527,77,11435.216312
139.278575,32,11438.558086
-32.262745,66,11442.395179
130.254734,25,11444.375616
154.193846,43,11447.206678
111.913197,20,11449.372401
147.295642,49,11454.151627
-167.075213,1,11455.616277
223.647553,97,11461.854349
-100.060853,1,11462.885604
-100.105098,1,11464.798714
-99.722684,1,11466.929966
-100.056595,1,11469.034835
174.729211,62,11474.596779
169.648902,117,11483.325191
227.835975,94,11490.233739
196.456311,73,11495.170372
157.120695,46,11498.115807
-218.795579,1,11498.84129
144.147074,36,11501.183363
127.167142,21,11503.001788
-26.756969,4,11505.288513
-100.081944,1,11507.011464
-96.63685,19,11508.487787
-100.05753,1,11510.563291
-123.083642,38,11514.742038
190.510989,76,11519.554517
145.761697,44,11524.044512
199.098626,79,11530.219405
-60.796681,103,11537.89179
-99.95772,1,11538.825391
-99.938865,1,11540.955796
232.512617,143,11551.080719
218.381987,96,11557.050406
-103.403575,3,11558.426705
-100.04666,1,11558.54021
213.155633,76,11563.215659
-95.865777,49,11566.335064
206.757068,79,11571.304959
-72.21345,221,11584.503781
220.375208,96,11591.10876
215.15716,83,11597.892982
-93.858942,14,11598.755149
153.707166,56,11601.991143
163.225117,79,11608.42123
-97.149409,116,11616.54387
148.697538,32,11618.59375
-100.362237,1,11618.723297
192.114925,81,11623.525226
157.949753,69,11627.701001
188.433673,64,11632.299793
112.912925,19,11633.702726
-100.056229,1,11634.147583
211.178313,89,11639.987797
178.807868,73,11645.273099
161.991034,39,11648.224994
182.397303,69,11652.185541
197.539291,70,11656.248669
160.353793,61,11660.094937
-88.068184,2,11660.948241
227.075401,88,11666.98093
-110.629285,49,11669.867202
201.929893,54,11673.208203
-99.263159,1,11673.324195
-59.010942,95,11679.105386
-100.078894,1,11679.392297
147.000973,37,11682.000968
-100.26013,1,11682.180752
171.685591,67,11686.321274
-60.815434,164,11696.097376
124.038558,16,11697.751709
148.636366,34,11700.764549
99.908659,1,11700.995071
240.855932,115,11707.796734
109.115093,12,11709.560395
-98.952882,35,11711.98702
-100.089532,1,11714.100285
148.546113,35,11717.669268
178.375971,63,11722.183318
118.940308,13,11723.315367
261.361503,113,11730.281626
145.929413,81,11737.033693
123.543793,21,11738.522146
200.247128,24,11740.927053
135.728436,49,11743.761841
173.715632,73,11749.371457
-100.05668,1,11750.787544
-100.055768,1,11752.889543
-99.933321,1,11753.772671
214.525975,133,11761.495548
267.090695,61,11766.981851
117.808331,20,11768.632852
163.888996,49,11772.922384
159.130272,67,11777.092415
133.447737,26,11778.671982
209.876728,91,11784.038085
212.017176,77,11788.660571
108.815836,19,11789.937839
130.671805,29,11791.714948
163.225112,49,11794.887643
143.962434,30,11797.10637
181.568422,61,11801.18952
190.046231,82,11806.32365
-55.321555,67,11810.201507
160.772583,59,11814.292258
-50.457941,88,11821.354572
139.534534,26,11824.543334
185.764635,75,11829.300301
204.997351,78,11833.983107
181.647381,63,11837.764148
148.327801,53,11842.365018
-27.19027,5,11844.713092
151.581862,40,11847.536158
176.551191,87,11854.598933
-95.17929,8,11855.559574
133.210584,24,11857.033251
139.071196,31,11859.646832
169.961084,86,11865.90968
179.729588,116,11872.996233
205.797355,76,11878.000044
174.51111,130,11885.942377
-95.518037,71,11890.255163
154.475088,36,11893.248225
-82.766937,21,11894.646925
218.126638,76,11899.348471
-99.209787,1,11899.471456
158.214405,46,11902.225804
154.787829,45,11905.940962
-169.202661,66,11911.814068
-22.517451,80,11917.233432
144.002856,28,11919.430259
147.814688,121,11928.454201
133.84406,39,11931.048451
-100.112014,1,11931.220622
116.682126,15,11932.411637
-100.107567,1,11932.751833
55.8113,300,11950.800386
260.734395,122,11959.774061
150.350159,46,11962.817044
205.231215,72,11967.025048
196.190402,103,11973.011287
207.558076,110,11981.168199
101.200661,19,11983.474689
110.078397,19,11984.607638
214.962598,59,11988.176647
168.188694,60,11992.318994
-140.801706,47,11997.021619
252.120377,117,12003.741424
203.608928,75,12008.849823
116.065489,14,12011.703582
-100.631812,7,12012.931278
-100.030075,1,12015.013758
-17.303671,4,12017.247661
126.217133,31,12020.06647
169.711533,48,12024.809094
178.847676,63,12028.638791
109.114008,127,12037.6222
151.21051,50,12040.531807
163.527912,41,12043.733948
-204.394549,1,12044.855279
243.425279,98,12051.55248
296.384627,118,12060.224746
-100.067435,1,12062.279427
-43.645476,124,12069.733398
-100.06574,1,12071.847663
-100.050807,1,12073.94593
129.146349,67,12079.730018
122.70994,18,12081.933715
188.85518,65,12086.301386
178.088508,91,12093.290516
162.534607,60,12097.259151
204.862326,72,12101.586208
194.76279,80,12107.656051
227.554046,140,12115.768067
185.977586,66,12120.280548
1.647668,116,12128.916665
-149.468318,1,12130.071999
210.102833,103,12136.461577
241.081592,113,12143.106927
19.340401,65,12148.814024
-100.093837,1,12149.613298
183.387547,58,12153.804862
-74.810178,48,12157.983544
189.936819,76,12163.372864
163.445619,50,12166.376293
231.092671,96,12172.215274
157.818899,45,12174.990229
132.864282,74,12179.411291
113.058512,52,12182.953549
214.484216,122,12189.985218
109.004212,10,12190.75209
223.512201,106,12197.008162
-57.430554,75,12201.467763
201.052437,87,12207.849098
-100.068357,1,12208.151717
109.866002,24,12209.732487
112.176563,13,12210.546985
221.394243,100,12216.657338
143.705364,43,12219.902683
225.964312,102,12226.343547
146.501208,51,12229.552853
115.893914,19,12231.548072
-101.551352,7,12231.913272
-21.9591,95,12238.802414
-23.450681,156,12248.542857
159.019947,58,12252.160097
146.684963,59,12257.558482
-100.057773,1,12258.24158
-99.882163,1,12260.353223
151.903989,39,12263.881894
-99.892268,1,12264.003054
-100.051331,1,12266.115215
-99.870959,1,12268.19467
-99.72846,1,12268.946367
-100.054297,1,12271.010827
207.171945,131,12281.040154
-99.662745,1,12281.287374
-26.699564,86,12286.550954
272.458454,48,12289.787912
-105.188134,100,12295.609571
210.764045,94,12302.013436
-100.184165,3,12302.364044
225.078517,119,12309.611057
-98.65377,1,12309.904846
-100.289347,1,12311.970402
264.475749,147,12322.123743
193.574248,69,12326.632257
178.480269,110,12333.160391
169.040812,57,12336.612738
229.847632,107,12344.320302
-100.073333,1,12344.728393
180.756177,68,12350.172382
-84.101556,2,12350.383708
117.442943,19,12351.5453
207.513033,110,12358.13147
-33.773853,199,12370.286692
153.786461,49,12373.285023
182.007971,66,12377.282275
161.491686,70,12381.45214
223.626555,93,12386.972786
227.018248,89,12392.209098
160.707085,57,12396.81075
134.870957,63,12402.110625
-46.710306,125,12410.792213
-100.088049,1,12412.85735
173.152247,161,12423.152365
139.675428,27,12424.74246
-133.519818,1,12424.933114
159.314741,54,12428.145969
148.740277,90,12434.324946
161.373109,104,12440.743025
139.39455,36,12442.863319
197.272954,61,12446.53003
195.052698,67,12450.528367
106.373258,10,12451.77133
114.792934,15,12452.758412
-100.104234,1,12453.119924
204.029525,79,12457.680838
248.73835,81,12463.786998
172.579436,91,12471.123378
229.65904,88,12476.636425
216.081873,138,12484.529717
198.217031,75,12488.965883
-100.058239,1,12489.584608
138.333081,48,12493.14121
-103.848151,8,12495.649423
-100.053374,1,12496.676002
175.839462,54,12500.016951
-36.899447,132,12507.731784
-100.210879,1,12507.857981
241.834573,153,12517.776124
-100.049759,1,12517.954259
188.606436,80,12522.564578
-81.259331,25,12524.197176
-99.046338,15,12525.221705
126.276705,45,12528.229146
164.083504,56,12531.814421
144.104054,38,12534.156752
193.48463,67,12538.315384
-54.333243,146,12546.850444
164.266413,44,12549.949879
161.412902,64,12555.626107
254.378196,112,12562.152027
198.740984,67,12566.897995
145.914295,47,12569.870236
-82.193757,38,12572.141321
220.974739,88,12577.445171
110.710628,19,12579.528378
